id;type;sku;name;status;featured;catalog_visibility;short_description;description;date_on_sale_from;date_on_sale_to;tax_status;tax_class;stock_status;backorders;sold_individually;weight;height;reviews_allowed;purchase_note;price;regular_price;manage_stock/stock_quantitiy;category_ids;tag_ids;shipping_class_id;attributes;attributes;default_attributes;attributes;image_id/gallery_image_ids;attributes;downloads;downloads;download_limit;download_expiry;parent_id;upsell_ids;cross_sell_ids
21;simple;12366;Jabón Dove original 135 g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;2.20;;;;;;;;;;;;;;;;;
22;simple;12367;Jabón Protex aloe vera 100 g;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.80;;;;;;;;;;;;;;;;;
23;simple;12368;Detergente Ace limón 1kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.04;;;;;;;;;;;;;;;;;
24;simple;12369;Detergente las llaves 400 g;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;3.20;;;;;;;;;;;;;;;;;
25;simple;12370;Detergente Vel rosa 1L;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.20;;;;;;;;;;;;;;;;;
26;simple;12371;Papel de baño perla 300 hojas ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;4.34;;;;;;;;;;;;;;;;;
27;simple;12372;Papel-rosal-x4 215 hojas;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;0.80;;;;;;;;;;;;;;;;;
28;simple;12373;Aceite Oriental  1 L;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.30;;;;;;;;;;;;;;;;;
29;simple;12374;Aceite Mazeite de maíz 1  L;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;2.80;;;;;;;;;;;;;;;;;
30;simple;12375;Arroz blanco tipo 1 Mary 1kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;4.60;;;;;;;;;;;;;;;;;
31;simple;12376;Arroz Primor 1 kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.10;;;;;;;;;;;;;;;;;
32;simple;12377;Puré de tomate Heinz 490 g;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.75;;;;;;;;;;;;;;;;;
33;simple;12378;Mostaza Heinz 500 g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;3.45;;;;;;;;;;;;;;;;;
34;simple;12379;Mayonesa Kratf 445 g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;4.50;;;;;;;;;;;;;;;;;
35;simple;12380;Salsa de tomate kétchup Heinz 397g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;3.00;;;;;;;;;;;;;;;;;
36;simple;12381;Salsa de Tomate tiquire flores 380 g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.40;;;;;;;;;;;;;;;;;
37;simple;12382;Sal fina Salmar 1kg ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.45;;;;;;;;;;;;;;;;;
38;simple;12383;Harina blanca Juana 1kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;0.68;;;;;;;;;;;;;;;;;
39;simple;12384;Harina Doña maría trigo 1 kg ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;0.95;;;;;;;;;;;;;;;;;
40;simple;12385;Harina pan Polar 1 kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.05;;;;;;;;;;;;;;;;;
41;simple;12386;Harina Blancaflor todo uso 1 kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.00;;;;;;;;;;;;;;;;;
42;simple;12387;Harina Blancaflor leudante 1 kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.35;;;;;;;;;;;;;;;;;
43;simple;12388;Maicena 200 g;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.62;;;;;;;;;;;;;;;;;
44;simple;12389;Mantequilla Mavesa 500 g ;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.10;;;;;;;;;;;;;;;;;
45;simple;12390;Pasta Ronco Vermicelli 1kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;3.30;;;;;;;;;;;;;;;;;
46;simple;12391;Sindoni Premium 1kg;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.10;;;;;;;;;;;;;;;;;
47;simple;12392;Huevos 1/2 cartón 15 unidades;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.28;;;;;;;;;;;;;;;;;
48;simple;12393;Vinagre blanco Maesa 1 L;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;2.22;;;;;;;;;;;;;;;;;
49;simple;12394;Vinagre Tiquire flores 1 L;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.03;;;;;;;;;;;;;;;;;
50;simple;12395;;1;1;visible;;;;;taxable;standard;1;0;1;;;1;;;1.03;;;;;;;;;;;;;;;;;
